title,price,mark,score
"Xiaomi Poco M6 - Smartphone de 8 + 256 Go, écran AMOLED de 6,79"" 90 Hz FHD+, MediaTek Helio G91-Ultra, Appareil Photo de 108 MP, 5030 mAh, Violet",159.0,Xiaomi,3.9
"TCL 4021 Téléphone Portable Convivial, écran 2G de 4,6 cm (1,8""), caméra arrière, 4 Mo de RAM, 4 Mo de ROM, Batterie 1030 mAh",29.55,TCL,3.8
Smartphone XIAOMI REDMIA3VERT,89.0,Smartphone,4.0
"HUAWEI Pura 70 Smartphone,12GB + 256GB, écran à Bords Plats, Prend en Charge Les fonctionnalités Capture Ultra-Rapide, Verre Kunlun Super Résistant et EMUI, 66W Supercharge, Batterie de 4900mAh, Noir",799.99,HUAWEI,4.1
"HONOR Magic V2 Smartphone, téléphone portable 5G, sans SIM, 16+512 Go, écran OLED pliable 6,43''+7,92'', 5000mAh, double SIM, Android 13, Purple",0.0,HONOR,3.6
"swissvoice S510-C Smartphone Séniors 4G débloqué, Facile à Utiliser, socle Chargeur, lanière Tour de Cou, Bouton et Bracelet SOS géolocalisation, étui de Protection- France-Bénélux",163.63,swissvoice,4.7
"DOOGEE Blade 10 Telephone Portable Incassable Android 14, 9Go + 128Go TF2To Smartphone Incassable 2024, 6.56"" HD+ Écran 90Hz, 5150mAh, 16MP+8MP Téléphone de Chantier, IP68/IP69K/3 Card Slots/OTG/2024",155.79,DOOGEE,4.5
"Energizer Ultimate U652S - Smartphone 6.5'', 4G, Batterie de 4000mAh, Mémoire ROM 64Go RAM 2Go, Débloqué - Pas Cher - Version Monde Hors Europe",75.99,Energizer,0.0
TARION Support de téléphone Portable Support vidéo Bras articulé Bras de Support de Bureau Flexible pour la vidéographie de Photographie Plate en Direct (Noir),25.3,TARION,4.1
HUAWEI Mate X3 12GB+512GB Dark Green,0.0,HUAWEI,0.0
"CROSSCALL Core-Z5 - Smartphone 5G Garanti 5 Ans - Aussi performant Que Durable, Noir",679.95,CROSSCALL,3.8
"Motorola Mobility Motorola Moto g54 5G (écran FHD+ 6,5"", Double caméra 50 MP, 8/256 Go, 5000 mAh, Android 13) Bleu Indigo (Cuir végétalien), avec Housse de Protection + Support pour téléphone portabl",178.0,Motorola,4.4
"Google Pixel 9 Pro XL – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,8 Pouces – Vert Sauge, 256GB",0.0,Google,4.3
"Energizer - Smartphone U506S - Pas Cher Débloqué 2GB RAM / 32GB ROM - Ecran 5"" - 3000 mah Batterie - Caméra 5MP+QVGA arrière / 2MP Avant - Android 13 GO - Noir",59.99,Energizer,3.8
"Google Pixel 9 Pro – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,3 Pouces – Porcelaine, 256GB",0.0,Google,4.5
"Google Pixel 8a – Smartphone Android débloqué avec Module Photo Pixel avancé, Une journée complète d'autonomie et Une sécurité Robuste – Bleu Azur, 128GB",399.0,Google,4.2
System-s Support universel flexible Table & Lit col de cygne Bras de fixation Support pour smartphone téléphone portable,11.5,System-s,4.0
"Oppo A60, Dual, 256GB 8GB Ram, Midnight Purple",179.0,Oppo,4.3
"Shapeheart innovation française, Brassard téléphone sport universel pour running, course à pied, rando... Brassard pour smartphone avec pochette magnétique détachable imperméable",25.46,Shapeheart,4.4
"Sony Xperia 10 IV - Smartphone Android, Téléphone Portable 6 Pouces 21:9 Wide OLED - Camera 3 Objectifs - Prise Jack 3.5 mm - 6Go RAM - 128Go Stockage - Double SIM Hybride (Noir)",214.0,Sony,4.1
"VTech - KidiCom Advance 3.0 Rose, Portable Enfant Sans Forfait Sécurisé – 6/12 Ans – Version FR",134.68,VTech,3.8
"Huawei, Y6s, Smartphone débloqué, 4G, (6,09"", 32Go, Double Nano SIM, Android 9) Starry Black",82.21,"Huawei,",4.4
Phonque Le Plus Petit Mini téléphone Prend en Charge la Double Carte SIM GSM débloqué téléphone de Secours BM10,19.99,Phonque,5.0
"VAOUGE Support Telephone, Universelle Lit Support Téléphone Portable Cou 360° Porte Telephone Bureau avec Flexible Bras Long Multifonction Support Smartphone pour iPhone 13 12 11 Pro XS Max Galaxy S20",29.99,VAOUGE,4.2
"BHHB Magsafe Support de téléphone Portable avec 16 aimants puissants pour Ventilation de Voiture,Rotatif à 360°,Convient pour iPhone 16,15,14,13,12 Pro Max,Samsung Huawei Autres téléphones Portables",9.49,BHHB,4.3
"realme Narzo 50-4+128 GB Smartphone, Batterie puissante de 5 000 mAh, Processeur Helio G96, Écran 120 Hz Ultra Fluide, Triple Appareil Photo I.A. de 50 MP, Emplacement pour 3 Cartes, Noir véloce",135.57,realme,4.3
"Gigaset A695A - téléphone DECT sans fil avec répondeur - grand écran à haut contraste - excellente qualité audio - profils sonores réglables - fonction mains libres - protection d'appel, Gris",32.99,Gigaset,4.2
"Téléphone à touches Hammer 6 LTE, grande batterie 2500mah jusqu'à 7 jours en veille, lampe de poche et touche SOS, technologie Volte, touches rétroéclairées, IP68 1,5 mètres droptest, écran 2,4 pouces",69.0,Téléphone,4.4
"DJI Stabilisateur pour smartphone OSMO Mobile 6, en trois axes pour téléphones, bras extensible intégré, portable et pliable, stabilisateur pour vidéoblogs, vidéos YouTube et TikTok, gris ardoise",99.0,DJI,4.4
"INIU Batterie Externe, Mini 10000mAh 22.5 W Power Bank Charge Rapide Chargeur Portable, USB C Out & Input Powerbank avec Support pour iPhone 16 15 14 13 Pro Max Plus Samsung S23 S22 AirPods iPad etc",18.32,INIU,4.5
Smartphone XIAOMI REDMI13ROSE,149.9,Smartphone,3.7
"BHHB Support Téléphone, Support de Tablette Pliable Support de téléphone Portable pour Bureau, Compatible avec Samsung Huawei iPad Mini iPhone Tous Les Smartphones - Noir",8.59,BHHB,4.6
Samsung SM-A057 Galaxy A05s Dual SIM 4GB RAM 64GB Silver EU,117.65,Samsung,3.8
"Motorola Moto E13 Noir Cosmique 8+128 Go 6,5"" HD+",159.09,Motorola,4.1
Nokia 110 4G Noir,52.82,Nokia,3.7
Doro 8100,202.87,Doro,3.6
"POCO C65 Smartphone 8 + processeur MediaTek Helio G85 256 G-256 G, écran lisse de 6,744"" 90 Hz, charge rapide 18 W",122.99,POCO,4.3
Samsung Galaxy A53 6.5IN 5G A536 128GB Black,197.99,Samsung,4.3
Motorola Moto G14 8/256GB Sky Blue Libre,143.35,Motorola,4.3
Xiaomi Redmi 9AT 32GB Dual Sim Gris,84.0,Xiaomi,3.9
"HONOR 200 Lite, Smartphone 5G, 8 Go + 256 Go, écran AMOLED Anti-Chute 6,7 Pouces, Triple Appareil Photo arrière 108 Mpx, Appareil Photo Avant 50 Mpx, Double SIM, Android 14, Cyan",184.9,HONOR,4.2
"Téléphone Google Pixel 8 Débloqué 5G, 8Go 256GB Noir volcanique",568.8,Téléphone,4.2
"Samsung Galaxy Z Fold6, Smartphone Android 5G avec Galaxy AI, 512 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Rose, Version FR",0.0,Samsung,4.7
"Samsung Galaxy Z Flip6, Smartphone Android 5G avec Galaxy AI, 256 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Gris, Version FR",989.0,Samsung,3.7
"Google Pixel 9 – Smartphone Android débloqué avec Gemini, Appareil Photo avancé, 24 Heures d'autonomie et écran Actua 6,3 Pouces – Rose Pivoine, 256GB",899.0,Google,4.5
Nokia 110 4G Noir,52.82,Nokia,3.7
Doro 8100,202.87,Doro,3.6
"POCO C65 Smartphone 8 + processeur MediaTek Helio G85 256 G-256 G, écran lisse de 6,744"" 90 Hz, charge rapide 18 W",122.99,POCO,4.3
Samsung Galaxy A53 6.5IN 5G A536 128GB Black,197.99,Samsung,4.3
Motorola Moto G14 8/256GB Sky Blue Libre,143.35,Motorola,4.3
Xiaomi Redmi 9AT 32GB Dual Sim Gris,84.0,Xiaomi,3.9
"CROSSCALL : Core-X5 Smartphone débloqué 4G+ (Écran : 5,45 Pouces - 128 Go - Dual Nano-SIM - Android 11 – 48 MP), Noir",448.11,CROSSCALL,4.1
Samsung Galaxy A14 Dual LTE (A145) 64GB 4GB RAM Black,102.12,Samsung,4.1
"Sony Xperia 5 IV - Smartphone Android, Téléphone Portable Ecran 6.1 Pouces 21:9 Wide HDR OLED - Taux de rafraichissement de 120Hz - Triple Objectif (avec Un revêtement ZEISS T*) - 8Go RAM (Ecru)",759.99,Sony,4.1
"HONOR 90 Smart + Coque, Smartphone 5G, 4Go+128Go, Écran 6,8"", Batterie 5330mAh, Triple Appareil Photo 108 MP, Double SIM, Android 13, Noir",199.9,HONOR,4.3
Samsung SM-A356B Galaxy A35 5G Dual SIM 6GB RAM 128GB Awesome Iceblue EU,223.65,Samsung,4.3
"SweetLink F1 GSM Téléphone Portable Senior Clapet Débloqué avec Grandes Touches, Fonction d'appel d'urgence SOS, Batterie 1000mAh, Lampe de Poche, Radio FM, écran Couleur 2,4"", Noir",35.99,SweetLink,4.4
"HUAWEI Nova 12i 8Go+128Go Smartphone, Haute Résolution 108 MP, Chargement Rapide 40 W Turbo, Batterie 5000 mAh, EMUI 14, Écran AOD 6,7 Pouces, Téléphone Portable Debloqué LTE, Vert",249.0,HUAWEI,3.2
Energizer - Mobile E13-2G - Téléphone Portable Double Sim - Noir - Mini SIM - Débloqué - Torche,27.55,Energizer,3.8
"Google Pixel 9 Pro XL – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,8 Pouces – Vert Sauge, 256GB",0.0,Google,4.3
Xiaomi Redmi 13C 4G 256GB/8GB Dual Sim Black,147.1,Xiaomi,4.1
"Xiaomi REDMI A2 3 64GB Noir, Ecran de 6.5'', Smartphone Débloqué, Batterie mAh 5000, Mémoire ROM 64 GO,RAM 3 GO, Android 13, Processeur MediaTek Helio G36",77.42,Xiaomi,4.3
Samsung Galaxy A15 5G Smartphone 128 Go Bleu,187.0,Samsung,4.2
Samsung Galaxy Z Fold 5 (F946) Dual 5G 256 Go 12 Go de RAM (Noir fantôme) Noir,749.99,Samsung,3.8
Samsung SM-A256 Galaxy A25 Dual SIM 5G 6GB RAM 128GB Yellow EU,189.99,Samsung,4.4
"Samsung Galaxy J5 (2017) 16 Go 5,2"" 13 MP Smartphone sans carte SIM Noir (renouvelé)",68.02,Samsung,4.1
"Google Pixel 9 Pro – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,3 Pouces – Porcelaine, 256GB",0.0,Google,4.5
"Google Pixel 8a – Smartphone Android débloqué avec Module Photo Pixel avancé, Une journée complète d'autonomie et Une sécurité Robuste – Bleu Azur, 128GB",399.0,Google,4.2
Energizer - Téléphone Portable à Clavier Physique Senior Débloqué - E4-2G - Bouton SOS - Batterie 1000 mAh - Double Sim (Mini SIM) - FM Radio - Torche - Noir,17.19,Energizer,3.4
"HUAWEI Band 8 Montre Connectée,Écran Tactile sans Bordure,Suivi du Sommeil,100+ Modes d'entrainement,Charge Rapide,Longue durée,10001+Cadrans au Choix,Étanche,Compatible avec iPhone et Android,Rose",32.99,HUAWEI,4.5
"HONOR 200 Lite, Smartphone 5G, 8 Go + 256 Go, écran AMOLED Anti-Chute 6,7 Pouces, Triple Appareil Photo arrière 108 Mpx, Appareil Photo Avant 50 Mpx, Double SIM, Android 14, Cyan",184.9,HONOR,4.2
